gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,compartment,contrast
MRPL13,1.493060630528126e-23,0.5607852231300232,0.308,0.134,3.4404596109259605e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRDX6,1.6283588203285798e-23,0.48328855282443683,0.646,0.417,3.7522272296831464e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARID5B,1.7062971097376776e-23,0.4057943764219686,0.604,0.355,3.9318204299685303e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
REEP5,2.082457213164719e-23,0.3211622789233675,0.536,0.291,4.798606156295462e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NME4,2.093827116733757e-23,0.45482667088747936,0.494,0.27,4.824805825089597e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DPYSL2,2.2005766447739147e-23,0.5832117486580655,0.35,0.167,5.070788762552531e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CTSB,2.2525077065904274e-23,0.43513570291710146,0.397,0.193,5.1904535082963215e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MTX1,2.3921706469140577e-23,0.581207684831436,0.255,0.1,5.512278821684063e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PPP2R4,2.617723973610587e-23,0.8303545674515644,0.202,0.071,6.032021352390875e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLP2,2.7608482874934736e-23,0.5028187160883605,0.508,0.287,6.361822708871212e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KDELR1,2.8381939002506873e-23,0.5413223576513515,0.494,0.275,6.540050204347659e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PARK7,3.3456801401594e-23,0.408236898778396,0.814,0.567,7.709450746969305e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ADM,3.4594347836265005e-23,1.4821504171589133,0.123,0.029,7.971575571910545e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PYCARD,3.503513803562993e-23,0.39425614395191655,0.236,0.09,8.073146857550205e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PHB2,3.5879168271709595e-23,0.3572094533545037,0.471,0.252,8.267636744850042e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AP1S1,3.6622148404300677e-23,0.735784293148438,0.203,0.071,8.438841656803005e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PMP22,3.74730093378881e-23,0.7812321353082806,0.377,0.19,8.6349055417295555e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ASS1,3.806051934938099e-23,0.9557135644470003,0.179,0.058,8.77028547367786e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ALG3,3.8214869073983967e-23,0.6976277655709073,0.16,0.047,8.805852280718125e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UNC5B,3.880876518575627e-23,1.9574089053862096,0.1,0.019,8.942703761753817e-19,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PTP4A2,4.453569173245113e-23,0.4433862228581073,0.407,0.212,1.0262359445908714e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MAP2K2,4.517943834449021e-23,0.6137785157085096,0.198,0.068,1.0410697977720878e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C9orf16,4.661429931280804e-23,0.26612696801052566,0.547,0.307,1.0741332990650356e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL26,4.708202689281484e-23,0.28757807480681485,0.994,0.97,1.0849111456911323e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ATRAID,4.727410674603485e-23,0.3771854581633054,0.587,0.346,1.089337241748881e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UBE2L6,5.0591071492808136e-23,0.34282225752777384,0.332,0.15,1.165770060408778e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ATOX1,5.497533399965712e-23,0.36818533587844604,0.581,0.342,1.266796621354099e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ABHD14A,6.539373188203927e-23,0.5667826657323238,0.225,0.085,1.506867763757831e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSENEN,6.631886744026796e-23,0.23948592405212143,0.373,0.176,1.5281856624260945e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UFC1,6.97930025927792e-23,0.3620777313093478,0.535,0.3,1.608240158745411e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL34,7.668292707794519e-23,0.3755923248905922,0.42,0.211,1.767004688657091e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NCOA7,7.808900786706669e-23,0.23126859349466033,0.217,0.079,1.7994050082808175e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UBA2,8.430709637658731e-23,-1.4220016986319213,0.273,0.426,1.9426884218057015e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MATN2,8.4367118864754206e-23,1.1232355866223522,0.116,0.026,1.9440715200005313e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TXNDC17,9.161203522558485e-23,0.29487059639672375,0.388,0.188,2.111016127703152e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EPSTI1,9.313903183124894e-23,0.7280623199820393,0.207,0.075,2.1462027104874695e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DPM2,9.877381026944591e-23,0.6237521748783668,0.216,0.08,2.276044910038842e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EMC3,1.0094752633533391e-22,0.5080745475807478,0.36,0.173,2.3261338493450995e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NT5C,1.090743354561546e-22,0.4335991708200279,0.346,0.162,2.5133999119161704e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MMP24-AS1,1.2208950379098711e-22,0.48861930801021225,0.373,0.182,2.813308435855716e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SF3B6,1.2580091933588967e-22,0.4129467144994008,0.639,0.396,2.8988305842569056e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HDLBP,1.2847793753316338e-22,0.44319729520866874,0.359,0.172,2.960517114576684e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM60,1.3354505339768063e-22,0.6536654874529366,0.213,0.077,3.0772786654427547e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CSTB,1.353980418412719e-22,0.3329394506676241,0.653,0.399,3.1199770781484286e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MXRA7,1.3689381536892045e-22,0.7384923107584915,0.207,0.075,3.154444187546034e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARHGDIA,1.4013336623036649e-22,0.26786218016403185,0.531,0.295,3.229093158046335e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS13,1.5509863979725064e-22,0.26527571641530123,0.994,0.947,3.5739379568480465e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GNG5,1.6280493464034492e-22,0.30777335487015023,0.63,0.378,3.751514108917468e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SLC16A1,1.7108546017208122e-22,0.8191155695553545,0.12,0.028,3.942322258745268e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
INO80E,1.7315917758332579e-22,0.4970022285107869,0.257,0.103,3.990106929052576e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HLA-DRB5,1.8007862440262253e-22,0.8168304912708768,0.204,0.074,4.149551742109631e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CTSH,1.9615708336096802e-22,0.36153182779568827,0.169,0.052,4.520047671886786e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ERCC1,2.0155927684066755e-22,0.5499207507481024,0.321,0.148,4.6445304162395025e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MZT2A,2.036262570428053e-22,0.26876054859372733,0.49,0.263,4.692159841037362e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CYP27A1,2.2262723207858016e-22,1.6235780989271316,0.112,0.025,5.1299993087867224e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IMPDH2,2.257365573325951e-22,0.5469744785219182,0.438,0.234,5.201647490614989e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COMMD7,2.431776490217714e-22,0.2929175991637555,0.323,0.146,5.603542566408678e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL51,2.467430949038773e-22,0.36556911685622306,0.594,0.354,5.685701135870045e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MDK,2.704467603690842e-22,0.3993953271772812,0.49,0.27,6.231904699184807e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARPC1B,2.7417123174047407e-22,0.3003326826864703,0.637,0.388,6.317727692995744e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL22,2.8770332361621216e-22,0.30118616924747776,0.989,0.882,6.629547686088377e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARHGAP15,3.302825536497046e-22,0.5899324535042656,0.3,0.137,7.610700883750143e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RAB32,3.407112308172102e-22,0.5258525615726102,0.207,0.075,7.851008891720975e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GALK1,3.5416201371885574e-22,1.0885428246674551,0.134,0.036,8.160955282123592e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL41,3.618129814823883e-22,0.38638493064434315,0.489,0.272,8.337256532298674e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HSPA8,3.687791303042994e-22,-1.004696313994066,0.594,0.629,8.497777499601971e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM54,3.8759519292151514e-22,1.076487180916144,0.135,0.036,8.931356030490474e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LSM2,3.9848845951327195e-22,0.22592416928845227,0.413,0.204,9.182369572564326e-18,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ZFAS1,4.5009999892618355e-22,0.4050961629202783,0.722,0.489,1.0371654275256047e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AUP1,4.662861224211837e-22,0.40057606740010937,0.341,0.161,1.0744631118951335e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C12orf10,5.050375375613115e-22,0.5521107873070533,0.317,0.146,1.16375799780253e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CYBA,5.201324724268791e-22,0.17187072699987693,0.683,0.423,1.1985412562132574e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FGL2,5.309515997156233e-22,1.0640983155809023,0.135,0.037,1.2234717712247108e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CDC42EP1,6.166181050006094e-22,0.4263851921963858,0.332,0.154,1.4208730993529044e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AKR1A1,6.833036998969088e-22,0.5139443712252304,0.359,0.177,1.574536715672447e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ECM2,7.244222018466838e-22,1.006547176240904,0.174,0.057,1.6692860797153133e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLN,7.264416013340494e-22,-1.7058636761314119,0.14,0.304,1.6739393819540502e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARHGAP18,7.487911657116274e-22,0.7350941848761892,0.119,0.029,1.7254394831493028e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AC004556.1,7.905066452592585e-22,1.1777671441362716,0.115,0.027,1.8215644626709092e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMED1,8.103366013349876e-22,0.6632386592680348,0.193,0.068,1.867258630456212e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS16,8.349814656254636e-22,0.25545942203539784,0.999,0.954,1.9240477912407557e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ETHE1,8.543294044264054e-22,0.3852348246540074,0.277,0.117,1.9686312466197662e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IGFBP3,9.1780490611551e-22,1.634921890797488,0.167,0.056,2.1148978451619696e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DEXI,1.1870449817333856e-21,0.6241824207763629,0.215,0.08,2.7353077514082403e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRAF2,1.1948376588944703e-21,0.7081076933652002,0.245,0.1,2.753264417390528e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
POLD4,1.2431875839987254e-21,0.5126840038808957,0.193,0.068,2.864677149808263e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDCD6,1.3082355193078185e-21,0.27715161487342144,0.484,0.26,3.014567107141006e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
QTRT1,1.4165065419658121e-21,0.6541131403601373,0.266,0.114,3.264056024651821e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
VCAM1,1.4483847408770922e-21,0.826524492134912,0.193,0.069,3.3375129584030836e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ZDHHC24,1.662550286101058e-21,0.7619000550531747,0.142,0.041,3.8310146242626676e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPLP2,1.8324191706853534e-21,0.23594095477747956,0.997,0.984,4.22244349501026e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MYL6B,1.8376446796365747e-21,0.5585844610341695,0.31,0.142,4.234484635286559e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSMB1,1.917988857660626e-21,0.3577173681478092,0.742,0.479,4.41962172470738e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
VEGFB,2.085573091412647e-21,0.7817238542066689,0.151,0.045,4.805786074542163e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPS16,2.1012637183997455e-21,0.4479629322856825,0.303,0.135,4.841941986308533e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRRG3,2.3677917726902424e-21,-3.739507435483337,0.031,0.158,5.4561025818101255e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAAP20,2.412088599419146e-21,0.3323485571599499,0.458,0.249,5.558175759641538e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NEO1,2.414846377426298e-21,0.9838777917985033,0.11,0.025,5.564530507503418e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMED2,2.4640840386865395e-21,-1.3731416103284162,0.331,0.464,5.677988850345393e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PTTG1IP,2.5916234483522066e-21,0.43331387222417644,0.342,0.163,5.971877912037989e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BCL7C,2.599623719397306e-21,0.22308345240047156,0.324,0.149,5.990312936607212e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CTSZ,2.711145041530652e-21,0.4420045905568343,0.284,0.124,6.247291519199081e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CDH6,3.116456773628806e-21,-2.098651329853125,0.109,0.264,7.181251343472858e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
OST4,3.4837245573596705e-21,0.2988697062036829,0.922,0.721,8.027546497523889e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRKCSH,3.4965835714925776e-21,0.3154189620574239,0.374,0.186,8.057177523790346e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RUVBL2,3.565884634332607e-21,0.6590386900107924,0.264,0.114,8.216867962892627e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HSBP1L1,3.631236888690244e-21,1.029926258120358,0.148,0.045,8.36745916260893e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PIGP,3.844805847222344e-21,0.5561932523189792,0.296,0.134,8.859586113754448e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAM50A,4.2052714198986365e-21,0.4319025097463233,0.354,0.174,9.690206932872428e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RBPMS,4.260144461449361e-21,0.4807638575169272,0.521,0.298,9.816650882517763e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MTHFD2,4.287278397212733e-21,-1.684350306161739,0.202,0.354,9.879175610697301e-17,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IFT22,4.57102898711891e-21,0.3840716458463287,0.212,0.079,1.0533022095018105e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COLEC11,5.078043687155409e-21,1.2544485142412156,0.513,0.363,1.170133606831221e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS15,5.278603523594347e-21,0.20414764286443798,0.995,0.975,1.2163486099418454e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLEC,5.318472357549661e-21,0.612399984967416,0.221,0.086,1.2255355853501683e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SELENBP1,5.821298541108171e-21,0.7720836558872686,0.328,0.159,1.3414018228275558e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAM127A,7.453267808725425e-21,0.3959998118209872,0.474,0.259,1.7174565011645995e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CDIPT,7.481381426231611e-21,0.5219233600779305,0.322,0.152,1.72393472204655e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BNIP3L,8.161180292406372e-21,0.5474955351876095,0.43,0.235,1.8805807747792005e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM50A,8.33678686358762e-21,0.3728144644602235,0.612,0.38,1.921045796976495e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GOLM1,8.528167804905141e-21,0.9517307773955483,0.101,0.021,1.9651457072842916e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PHPT1,9.317182228798607e-21,0.30727660037232707,0.701,0.458,2.146958300982063e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SH3BGRL,1.0731623146567934e-20,-1.0004639528080497,0.581,0.608,2.4728879216636493e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAM127B,1.1106603778150126e-20,0.44104105842860736,0.402,0.207,2.5592947085991336e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ETFB,1.1682519221380384e-20,0.24882784675921915,0.493,0.269,2.692002904182682e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TRADD,1.2421618294639944e-20,0.42674328697668473,0.234,0.094,2.8623135036338826e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAM89B,1.3222267809702481e-20,0.43327528033287854,0.206,0.078,3.046807171389743e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SKI,1.351237951705607e-20,0.8325784595905072,0.146,0.044,3.1136576121152306e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IGKC,1.360117268908242e-20,-1.1643332577518248,0.898,0.451,3.134118222745262e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSMC3,1.3956687390883207e-20,0.3176745649842374,0.527,0.3,3.216039475481217e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM141,1.404717924973619e-20,0.359167004097136,0.401,0.205,3.2368915145167105e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MT-ATP6,1.4123072819222626e-20,0.3837694111333736,0.997,0.93,3.25437966973347e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CUEDC2,1.4375928458639306e-20,0.3664247747833741,0.379,0.192,3.312645194724255e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SEPT11,1.4559847096210384e-20,0.6840052426643536,0.358,0.185,3.3550255663797586e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSMA1,1.4685722962119382e-20,0.27179871284558693,0.581,0.342,3.384031142161169e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS9,1.4828202044401824e-20,0.2644504646561243,0.987,0.947,3.4168625970915124e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TPST1,1.5670586039424368e-20,1.5943160274725843,0.106,0.025,3.610973141064557e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TEX264,1.6172957430419347e-20,0.35160313182285063,0.305,0.141,3.72673458069153e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRDX5,1.6238591769777653e-20,0.3114373263215764,0.705,0.468,3.7418587015098647e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PIGS,1.638107853070697e-20,0.6789538514035169,0.165,0.055,3.774691925830807e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDXK,1.6915743895839482e-20,0.9516762335521411,0.126,0.034,3.8978948659182917e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RCAN2,1.7369700038440222e-20,-1.2904772464200231,0.304,0.446,4.0024999798577803e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C17orf89,1.7725154500329708e-20,0.2526378083271634,0.395,0.201,4.084407351510975e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TCEAL8,1.8951729098418234e-20,0.39893910400635185,0.527,0.305,4.367046936148514e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPF2,1.9682094434925265e-20,0.33913320351032294,0.235,0.095,4.535345020639828e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARPC3,2.0157511867876575e-20,0.25353615438498944,0.724,0.479,4.644895459714799e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM179B,2.1969532934722387e-20,0.3338480715745153,0.379,0.191,5.0624394741480795e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MT1F,2.3275946650645916e-20,0.47691632527246525,0.272,0.122,5.363476386708338e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TRIM28,2.341103104877319e-20,0.45023823770578697,0.211,0.081,5.394603884568806e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL6,2.536763329710595e-20,0.24240818619758997,0.992,0.945,5.845463740652124e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL11,2.5650895715913835e-20,0.4404623393150291,0.335,0.162,5.910735899818025e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TIMM8B,2.5869636216371865e-20,0.35073656738941245,0.48,0.271,5.961140273338569e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RGS5,2.621284497541557e-20,-0.7349984125788502,0.462,0.636,6.040225867685009e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SRPRB,2.7427687693333e-20,0.9179277874381264,0.166,0.056,6.320162075174722e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TBC1D2B,2.819995546244556e-20,1.4041077001831277,0.114,0.029,6.49811573721133e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CLPP,3.007564370749708e-20,0.35961305441038116,0.312,0.145,6.930330579518552e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FHL3,3.2668138319725916e-20,0.6516302563264964,0.227,0.093,7.527719113014442e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EIF3M,3.266891498045834e-20,0.3744475201418894,0.484,0.279,7.527898078947016e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
INHBA,3.3720790513079226e-20,1.6524037981020705,0.116,0.03,7.7702817579288455e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LAMTOR5,3.382998599859254e-20,0.2323009532032725,0.633,0.391,7.795443673655679e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RNASE1,3.613360711831425e-20,1.5432981544929765,0.129,0.037,8.326267088273154e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SMIM20,3.733255365196989e-20,0.6275145504206838,0.249,0.106,8.602540338023421e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FKBP3,3.7745282529030485e-20,0.34885099464239494,0.367,0.184,8.697645453164495e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RAB5C,3.884347200668337e-20,0.31084021129632894,0.507,0.284,8.95070125450005e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GCSH,4.041772195971421e-20,0.47131284767132686,0.312,0.147,9.313455671176946e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PPIA,4.0589216396189994e-20,0.37388102426655223,0.94,0.759,9.352973134174061e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EIF4E2,4.3320200928725205e-20,0.36148569958533927,0.263,0.114,9.982273900006148e-16,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PAFAH1B3,4.4212579748876923e-20,0.5560764602943746,0.121,0.032,1.018790475153371e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
