gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,compartment,contrast
TAX1BP3,2.0772146947479293e-45,0.9762759235196741,0.46,0.187,4.786525821107653e-41,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM98,2.7951519474400448e-45,1.4155699442551841,0.356,0.125,6.440868632486095e-41,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GPX8,4.6877340635986103e-45,1.9418718242688042,0.197,0.037,1.0801945602750278e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MARCKSL1,5.061795691454945e-45,1.0908707910482964,0.396,0.146,1.166389581181963e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TCEAL4,6.991430036752165e-45,0.9085342395827655,0.662,0.361,1.6110352233688014e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL7A,8.232660946561576e-45,0.5032891806323718,0.986,0.9,1.897052061916184e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PTGFRN,1.4050047864932019e-44,3.5020303144396365,0.105,0.004,3.237552529516285e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MOXD1,1.6399279308575612e-44,4.459359284860081,0.107,0.005,3.778885931075078e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FBN1,1.850990076749491e-44,1.803559250767511,0.202,0.04,4.265236433853852e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNHG7,2.564935904960299e-44,0.9737778800600251,0.395,0.148,5.910381805800017e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MYH11,2.896211523771963e-44,-1.3307909012458912,0.372,0.624,6.673740214227734e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TFPI,4.074599034211664e-44,1.3580090584903561,0.381,0.143,9.389098554533936e-40,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
VKORC1,4.761872856880519e-44,0.8233277437838439,0.579,0.282,1.097278362410978e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NSA2,5.402688470283597e-44,0.716321020793611,0.573,0.27,1.2449415042074493e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TAGLN2,5.735152265998784e-44,0.7229100977868559,0.764,0.468,1.3215511366540997e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GPX1,7.254382173169678e-44,0.7847827915384588,0.63,0.334,1.671627284163489e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DAD1,1.7489006677579717e-43,0.6552063021228733,0.761,0.461,4.029991808714694e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ALDH1A3,2.027913420635279e-43,4.025935033655593,0.102,0.004,4.6729208951698736e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRDX4,2.7822724950592072e-43,0.9523065362063119,0.43,0.174,6.411190510364932e-39,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CAPNS1,6.397299392020365e-43,0.7346786828415038,0.414,0.154,1.4741296989032526e-38,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PCSK7,6.731862576868251e-43,-1.45846620489484,0.552,0.675,1.5512230935877511e-38,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CFB,7.83771245156831e-43,3.63212690000881,0.138,0.017,1.8060440802148854e-38,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS17,9.81616065802334e-43,0.4743552559646709,0.995,0.939,2.2619379004283184e-38,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SSR2,1.4331390803922308e-42,0.6705366159247741,0.742,0.451,3.3023823829478174e-38,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CD302,1.010275096678762e-41,1.2578200803307436,0.269,0.076,2.3279769052768713e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
OSTC,1.1414220931872614e-41,0.8096199968464494,0.549,0.276,2.6301789293314066e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LIMA1,1.344071858663231e-41,1.0810794033111173,0.355,0.126,3.0971447839176836e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SEZ6L2,1.642316690973039e-41,2.5603938193117304,0.12,0.011,3.784390351009174e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GYPC,2.6969244542459983e-41,0.6697573454863425,0.543,0.265,6.214523019919054e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DPYSL3,3.2970299591596223e-41,1.5963499934993568,0.155,0.023,7.597346134891517e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ECM1,3.954731788436502e-41,1.9974592312281714,0.244,0.068,9.11288846009423e-37,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL31,4.805497937662576e-41,0.39826619937457775,0.996,0.967,1.1073308897755875e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GJA1,4.865130151951496e-41,3.203671907615149,0.101,0.005,1.1210719409141832e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CH25H,4.898878125467742e-41,2.175561387723965,0.169,0.03,1.1288484864515318e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IFI27L2,8.950633773375531e-41,0.6305026950288416,0.496,0.218,2.0624945403989238e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS24,1.5199786074790132e-40,0.43975042294055555,0.994,0.953,3.5024867052138904e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CEBPD,2.483374521352277e-40,1.0216736462684133,0.685,0.407,5.722439909552052e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UQCRB,2.7110666068678082e-40,0.5705363294658596,0.953,0.662,6.24711078220549e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SEC61B,3.579034707401621e-40,0.5844642180161221,0.759,0.461,8.247169676265556e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDLIM2,3.898107137103586e-40,0.8142007851616858,0.538,0.262,8.982408276027792e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LAMA2,3.985326303249395e-40,3.27879565757846,0.121,0.013,9.183387400577581e-36,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CLDN11,4.5692304300270104e-40,2.8753336348566396,0.112,0.009,1.052887767991124e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BASP1,4.888426474570912e-40,1.6484037239258367,0.12,0.012,1.1264401125353752e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SPARC,5.180094985763786e-40,1.2139520120577147,0.787,0.53,1.1936492875695493e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IL34,5.226108710776252e-40,3.154398383494674,0.129,0.015,1.2042522302241717e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MYDGF,7.474093261915114e-40,0.7630966986877952,0.501,0.236,1.7222553103430996e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CD248,8.201164380162776e-40,1.400622601457295,0.204,0.046,1.8897943081209084e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LGALS3,9.314689191338804e-40,0.9902257447707441,0.628,0.372,2.1463838303602006e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KRT10,1.100487867058812e-39,0.6084439220928319,0.586,0.296,2.5358541920636207e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL39,1.1984282031242082e-39,0.4777926249306601,0.994,0.961,2.761538108459113e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EMP3,1.3429294437468075e-39,0.7107290301733048,0.59,0.304,3.0945123172257684e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LGALS1,1.4175819022585093e-39,0.6067580075857713,0.939,0.8,3.266533977374283e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ID3,1.4296070770647658e-39,1.0793845313277943,0.839,0.613,3.29424358768034e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SIL1,1.4961553179780372e-39,1.475692207165574,0.258,0.075,3.447590699216791e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PRELP,1.9541380253484638e-39,1.5764092781881733,0.34,0.131,4.502920251810465e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SYCE1L,2.3636000155390518e-39,1.2959524128327158,0.151,0.023,5.446443515806637e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COL6A1,2.8649961956594877e-39,1.5850145607985993,0.542,0.292,6.601810733658157e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ADAMTSL2,3.2979183379647384e-39,2.2789871233157055,0.167,0.031,7.599393226172147e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ASNA1,4.330856955647891e-39,0.7720051238832464,0.39,0.149,9.979593682899437e-35,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KRTCAP2,4.972287112095195e-39,0.5584447199015572,0.697,0.382,1.1457641192400957e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CCDC102B,5.0600777659279974e-39,1.7626083582167902,0.264,0.082,1.1659937196027884e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SERPINH1,7.327834468271567e-39,1.076907976367838,0.52,0.255,1.6885528965238172e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EMILIN1,1.5420954269993036e-38,1.5160450986555176,0.377,0.156,3.5534504924344953e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RHOB,1.7944504450975993e-38,-1.5577355812659204,0.552,0.638,4.134952160638398e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MPZL1,1.949908165809964e-38,1.3335729978752717,0.208,0.05,4.4931733864758995e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HLA-DRB1,2.4148413607260303e-38,0.8586294416894535,0.436,0.187,5.564518947520991e-34,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FKBP11,5.224632111210144e-38,0.39040892475406946,0.327,0.11,1.2039119773861535e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KCTD12,5.529844889259669e-38,1.6505640638097974,0.139,0.02,1.2742421578321055e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TOB1,6.814774957570315e-38,-2.3722355605594525,0.217,0.432,1.570328593472928e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C1orf21,9.739659662847033e-38,1.1573553674579913,0.236,0.064,2.244309776109842e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLXDC2,1.1105284026353767e-37,1.8896966357876097,0.147,0.024,2.5589905981926988e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FBLN2,1.1858764920086791e-37,2.902127062540243,0.124,0.015,2.7326152005355993e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CCDC146,1.7805768943735356e-37,1.8233404775505573,0.24,0.072,4.102983337704938e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDGFRL,2.1404444743651345e-37,2.736865330708649,0.116,0.013,4.93222620227958e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COL4A2,2.323893596775257e-37,1.3741989614907564,0.404,0.181,5.354948015049225e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RAB34,2.955732095916698e-37,0.7946719274118282,0.456,0.203,6.810893468620847e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MYH9,3.2897524183489417e-37,0.8171308763786547,0.563,0.293,7.580576497601466e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MT-ND2,3.833895304797486e-37,0.5145139973898525,0.996,0.948,8.834444950844847e-33,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SLIT2,6.170765250154858e-37,3.123910902574224,0.11,0.011,1.4219294365931838e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PGLS,1.499997075996662e-36,0.6855200408173553,0.428,0.182,3.456443262219108e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
S100A6,1.719353017955636e-36,0.86429275688619,0.934,0.814,3.961905159275172e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CTSD,2.0488246293355093e-36,0.8798478162376737,0.594,0.317,4.721106593377814e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FCGRT,2.2284176400500965e-36,0.7695219813084392,0.497,0.237,5.134942767967437e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RAB13,2.331425077428029e-36,0.8558678803443578,0.559,0.295,5.372302805917407e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NGFRAP1,2.4025334906887067e-36,0.6481478319001641,0.727,0.455,5.536157922593987e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS23,2.632235143580678e-36,0.36563236872957106,0.996,0.961,6.065459441352956e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TSHZ2,4.295691743906893e-36,1.8516098042090785,0.179,0.039,9.898562485484654e-32,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
H3F3B,4.3928746998357814e-36,-0.5095321661620642,0.973,0.938,1.012250117083159e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DNPH1,8.608571034306907e-36,0.83138427550621,0.346,0.132,1.983673023435341e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL29,1.1681849394279742e-35,0.39614909251885333,0.994,0.936,2.691848555923881e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IFI16,1.3128395930361685e-35,0.6234347835263603,0.497,0.241,3.025176274233243e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GPNMB,1.742008762526558e-35,2.2524203946174772,0.149,0.027,4.014110791489948e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IFI6,2.019149703264898e-35,1.0380352777145208,0.39,0.169,4.652726661233304e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RRAS,2.1934800595756403e-35,0.7237547425470483,0.433,0.188,5.054436101280148e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COPZ2,2.4608527952716615e-35,1.5640354678497377,0.155,0.029,5.670543096144489e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMED9,2.4860026258500953e-35,0.7071438709221864,0.521,0.261,5.728495850746374e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FMOD,2.8117076846735385e-35,1.951121572217076,0.14,0.023,6.479018017793235e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FAM153B,2.856397375855958e-35,2.6038332022497004,0.1,0.008,6.581996473184884e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KDELR3,3.472602756585925e-35,2.546006503530914,0.137,0.022,8.001918532000947e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ERP29,3.642514434086135e-35,0.4982014474083548,0.589,0.301,8.393446010464681e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COL6A2,3.7764284262504714e-35,1.2261615950325075,0.65,0.394,8.70202402260896e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CISD1,3.9792340877159316e-35,0.7571277528794527,0.363,0.144,9.169349108323822e-31,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ARL2,5.895273585369186e-35,0.5619678329211522,0.552,0.27,1.3584478922766214e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CMTM3,6.534822614361087e-35,0.7318160114120547,0.223,0.061,1.5058191750272253e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
YPEL3,7.146494160668397e-35,0.5797911603610507,0.322,0.116,1.6467666494428185e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DDX5,7.327238329600443e-35,-0.9300157252635974,0.769,0.742,1.68841552828983e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM147,8.845185829908091e-35,0.6169679294411721,0.51,0.251,2.0381961707857215e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MMP14,9.28212176816157e-35,1.3401464218725565,0.223,0.063,2.1388793190374706e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AGTRAP,1.0908342072976111e-34,0.7097484177457454,0.206,0.052,2.5136092638758853e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NUPR1,1.7341002577825717e-34,0.6954415820908866,0.729,0.443,3.99588722400838e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PARVB,1.9375687853765976e-34,1.5698117914476692,0.153,0.03,4.4647397521432936e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
APOA2,2.8283827477733304e-34,0.5498314753370092,0.375,0.16,6.517442365694085e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EEF2,4.314081836626554e-34,-0.7400645508453443,0.777,0.767,9.940938776138568e-30,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL22L1,4.771529984512303e-34,0.7269263989753609,0.39,0.168,1.09950365433117e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ANXA2,5.27731289875133e-34,0.8795644590843132,0.693,0.462,1.216051211259269e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RABAC1,5.9582664408771295e-34,0.5197286510892487,0.77,0.484,1.3729633359713169e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GNB2L1,6.4066116465736756e-34,0.44181970890468314,0.983,0.885,1.476275521719972e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HP,6.511531524927664e-34,3.4778680608674573,0.229,0.073,1.5004522092890818e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LTC4S,1.0122831060864178e-33,1.8142091077838094,0.11,0.013,2.3326039613549326e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HEBP2,1.1814257721505168e-33,0.8964504900732866,0.338,0.132,2.7223594067664355e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HOPX,1.729000960776159e-33,1.098546933137028,0.301,0.11,3.9841369139165027e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LY96,1.769537262661373e-33,1.5262198805192753,0.169,0.038,4.0775447143506016e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNHG18,1.8673545878526994e-33,1.0338133292032383,0.315,0.117,4.302945176788975e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDLIM1,2.0015784374286403e-33,0.6604497143159211,0.67,0.407,4.612237193366816e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SAMD11,2.6412617034400443e-33,2.537948425481366,0.107,0.013,6.086259343236894e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IL6ST,3.74204839450296e-33,0.9980110375609553,0.386,0.169,8.622802115453171e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NBL1,3.751593172644316e-33,1.5972038072838395,0.3,0.115,8.644796147724298e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SCAND1,3.774097332576615e-33,0.5087033890859185,0.57,0.288,8.696652483456294e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SULT1A1,4.095106490138941e-33,1.2111189850279707,0.252,0.08,9.436353885227161e-29,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RHOD,4.7329605617403216e-33,1.7473562899185158,0.126,0.02,1.0906161022418222e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TNFSF13B,6.485426588309444e-33,1.906477024953919,0.128,0.021,1.4944368487441451e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NMT1,6.71243514957671e-33,0.9615117676661792,0.257,0.083,1.5467464315169613e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
OSMR,8.148416230866041e-33,1.9013661520991394,0.14,0.026,1.877639552078462e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SRM,8.774222460583044e-33,0.8676094259101881,0.313,0.119,2.0218440815921506e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ABI3BP,1.0628624076554879e-32,2.030842614162946,0.129,0.021,2.449153845960541e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ENC1,1.2272755278085209e-32,2.0180461015425166,0.13,0.022,2.828010998729175e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KRT18,1.234918474583378e-32,0.7239943403221629,0.626,0.357,2.845622640982478e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNHG8,1.5146466927051226e-32,0.5390118738118297,0.639,0.361,3.490200374000414e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AGPAT2,1.5689266603536152e-32,1.0560746138854757,0.254,0.084,3.6152777034528355e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPP25,1.7252710037835993e-32,1.7945113156077404,0.139,0.025,3.975541974018548e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS12,2.53086245046838e-32,0.4312813312594166,0.996,0.97,5.831866344614288e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MYLK,3.232551062304086e-32,-1.5204058690326927,0.434,0.558,7.448767412867305e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL38,3.456375619235026e-32,0.33818543101647514,0.99,0.94,7.96452633940327e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RAB31,3.489871504781164e-32,1.1323361141200698,0.202,0.055,8.041710908467236e-28,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
